,index,Unnamed: 0,client_msg_id,type,text,ts,team,blocks,bot_id,bot_profile,files,upload,display_as_bot,thread_ts,reply_count,reply_users_count,latest_reply,reply_users,subscribed,reactions,subtype,inviter,edited,attachments,Channel_id,Channel_name,bot_link,purpose,user_hash,datetime,date,time,h,m,s,translations
284,562,212,ee5bc4ad-2f82-4673-89fa-1cb03ba03dae,message,"hola Vero, buen día",1602850600.0008,T01BYMK9H7B,"[{'type': 'rich_text', 'block_id': 'hg7Dk', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'hola Vero, buen día'}]}]}]",,,,,,,,,,,,,,,,,C01BSU4AC2Y,test,,,688f1514e9bdaf486d3c823c6d50844a,2020-10-16 09:16:40.000800,2020-10-16,09:16:40.000800,9,16,40,"hi Vero, good morning"
285,563,213,41fcdad8-2328-4d8e-9a7d-e13ce17d4a90,message,Hola a todos ! buenos días !,1602850562.0003,T01BYMK9H7B,"[{'type': 'rich_text', 'block_id': '1SnaO', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Hola a todos ! buenos días !'}]}]}]",,,,,,,,,,,,,,,,,C01BSU4AC2Y,test,,,dc71163e5963271a52952b547d9b3757,2020-10-16 09:16:02.000300,2020-10-16,09:16:02.000300,9,16,2,Hello everyone ! Good Morning !
286,568,218,ec697cab-9ec2-407a-8371-c05aa3c3e2e8,message,que tengan un lindo Finde !,1602276445.0118,T01BYMK9H7B,"[{'type': 'rich_text', 'block_id': 'Q56iu', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'que tengan un lindo Finde !'}]}]}]",,,,,,,,,,,,,,,,,C01BSU4AC2Y,test,,,dc71163e5963271a52952b547d9b3757,2020-10-09 17:47:25.011800,2020-10-09,17:47:25.011800,17,47,25,have a nice weekend!
287,569,219,F93A43BA-87CF-4FF2-BE9E-B90AFAC9B184,message,Excelente semana chicos esto va creciendo ,1602276421.0113,T01BYMK9H7B,"[{'type': 'rich_text', 'block_id': 'yOPJ', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Excelente semana chicos esto va creciendo '}]}]}]",,,,,,,,,,,,,,,,,C01BSU4AC2Y,test,,,6d8a0758084d99aa5f56a3cf6908c62f,2020-10-09 17:47:01.011300,2020-10-09,17:47:01.011300,17,47,1,Excellent week guys this is growing
288,570,220,1fc8c684-dc6a-4550-ab2a-6430b698ec49,message,:+1:,1602276410.0109,T01BYMK9H7B,"[{'type': 'rich_text', 'block_id': 'o=7', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'emoji', 'name': '+1'}]}]}]",,,,,,,,,,,,,,,,,C01BSU4AC2Y,test,,,dc71163e5963271a52952b547d9b3757,2020-10-09 17:46:50.010900,2020-10-09,17:46:50.010900,17,46,50,: +1:
289,571,221,4B502F47-248B-4AD6-A057-F3EBB07A2F9C,message,Semana que viene repasamos las stories y vemos que es reutilizable,1602276401.0107,T01BYMK9H7B,"[{'type': 'rich_text', 'block_id': 'q6B', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Semana que viene repasamos las stories y vemos que es reutilizable'}]}]}]",,,,,,,,,,,,,,,,,C01BSU4AC2Y,test,,,6d8a0758084d99aa5f56a3cf6908c62f,2020-10-09 17:46:41.010700,2020-10-09,17:46:41.010700,17,46,41,Next week we review the stories and see that it is reusable
290,572,222,F9A1A1D1-A427-490E-A5D2-5C9D9C0BAF3A,message,Muy bien vero,1602276371.0098,T01BYMK9H7B,"[{'type': 'rich_text', 'block_id': '=5KQ', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Muy bien vero'}]}]}]",,,,,,,,,,,,,,,,,C01BSU4AC2Y,test,,,6d8a0758084d99aa5f56a3cf6908c62f,2020-10-09 17:46:11.009800,2020-10-09,17:46:11.009800,17,46,11,Very good see
291,573,223,086c44ce-be75-4d39-b8b8-8d8d1e72c2d1,message,debe ser como cuando te responde y te arroba a vos... voy a probar,1602276262.0095,T01BYMK9H7B,"[{'type': 'rich_text', 'block_id': 'sz/F1', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'debe ser como cuando te responde y te arroba a vos... voy a probar'}]}]}]",,,,,,,,,,,,,,,,,C01BSU4AC2Y,test,,,dc71163e5963271a52952b547d9b3757,2020-10-09 17:44:22.009500,2020-10-09,17:44:22.009500,17,44,22,It must be like when he answers and loves you ... I'm going to try
292,574,224,c4ec8933-875c-4845-bcd3-34609ae5c6a7,message,Vamos que el bot va creciendoooo,1602276209.0091,T01BYMK9H7B,"[{'type': 'rich_text', 'block_id': 'JtT=S', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Vamos que el bot va creciendoooo'}]}]}]",,,,,,,,,,,,,,,,,C01BSU4AC2Y,test,,,ee2b02f7f3ecf01dd408031780cb1521,2020-10-09 17:43:29.009100,2020-10-09,17:43:29.009100,17,43,29,"Come on, the bot is growing"
293,575,225,b5efa9cb-2246-474c-a49b-2bb1ca98afeb,message,"sip, buen dato :wink:",1602276178.0087,T01BYMK9H7B,"[{'type': 'rich_text', 'block_id': 'A9c', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'sip, buen dato '}, {'type': 'emoji', 'name': 'wink'}]}]}]",,,,,,,,,,,,,,,,,C01BSU4AC2Y,test,,,dc71163e5963271a52952b547d9b3757,2020-10-09 17:42:58.008700,2020-10-09,17:42:58.008700,17,42,58,"yup, good data: wink:"
294,576,226,bdc2a36c-1fda-41fc-8791-8c385152f498,message,:slightly_smiling_face:,1602276167.0085,T01BYMK9H7B,"[{'type': 'rich_text', 'block_id': 'kyW', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'emoji', 'name': 'slightly_smiling_face'}]}]}]",,,,,,,,,,,,,,,,,C01BSU4AC2Y,test,,,ee2b02f7f3ecf01dd408031780cb1521,2020-10-09 17:42:47.008500,2020-10-09,17:42:47.008500,17,42,47,: slightly_smiling_face:
295,577,227,38ff1458-16a2-4078-b1c7-b42377deb610,message,Fijate que slack te botonea quien reacciona,1602276159.0082,T01BYMK9H7B,"[{'type': 'rich_text', 'block_id': 'cOo', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Fijate que slack te botonea quien reacciona'}]}]}]",,,,,,,,,,,,,,,,,C01BSU4AC2Y,test,,,ee2b02f7f3ecf01dd408031780cb1521,2020-10-09 17:42:39.008200,2020-10-09,17:42:39.008200,17,42,39,Note that slack buttons you who reacts
296,580,230,0bc3a35d-e290-4ed9-8188-e0813c0d58ae,message,Puede servir como dato,1602276108.0073,T01BYMK9H7B,"[{'type': 'rich_text', 'block_id': 'TrHST', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Puede servir como dato'}]}]}]",,,,,,,,,,,,,,,,,C01BSU4AC2Y,test,,,ee2b02f7f3ecf01dd408031780cb1521,2020-10-09 17:41:48.007300,2020-10-09,17:41:48.007300,17,41,48,It can serve as data
297,581,231,7f36aedb-54a3-474f-91f9-5324e626d4cb,message,AHHH buena idea !,1602276093.0070002,T01BYMK9H7B,"[{'type': 'rich_text', 'block_id': 'JR3gj', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'AHHH buena idea !'}]}]}]",,,,,,,,,,,,,,,,,C01BSU4AC2Y,test,,,dc71163e5963271a52952b547d9b3757,2020-10-09 17:41:33.007000,2020-10-09,17:41:33.007000,17,41,33,AHHH good idea!
298,582,232,0234e24d-9417-49e2-b318-ecaede4fa7e9,message,Y que emoji captura,1602276085.0066,T01BYMK9H7B,"[{'type': 'rich_text', 'block_id': 'RNfV', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Y que emoji captura'}]}]}]",,,,,,,,,,,,,,,,,C01BSU4AC2Y,test,,,ee2b02f7f3ecf01dd408031780cb1521,2020-10-09 17:41:25.006600,2020-10-09,17:41:25.006600,17,41,25,And what emoji does it capture
299,583,233,6d8b2aaa-d997-4630-b009-5edf38e171a2,message,Hay que ver si puede captar quien hace el emoji,1602276070.0062,T01BYMK9H7B,"[{'type': 'rich_text', 'block_id': 'T5VR', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Hay que ver si puede captar quien hace el emoji'}]}]}]",,,,,,,,,,,,,,,,,C01BSU4AC2Y,test,,,ee2b02f7f3ecf01dd408031780cb1521,2020-10-09 17:41:10.006200,2020-10-09,17:41:10.006200,17,41,10,You have to see if you can capture who makes the emoji
300,586,236,133A2519-4388-4AF6-81A6-29FA99C82A45,message,Jajajaja,1602276023.0053,T01BYMK9H7B,"[{'type': 'rich_text', 'block_id': 'Apdr', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Jajajaja'}]}]}]",,,,,,,,,,,,"[{'name': 'smile', 'users': ['U01BS8YKHS8'], 'count': 1}]",,,,,C01BSU4AC2Y,test,,,6d8a0758084d99aa5f56a3cf6908c62f,2020-10-09 17:40:23.005300,2020-10-09,17:40:23.005300,17,40,23,LOL
301,593,243,bf149d3d-eb89-49e7-8e20-23ce1506f716,message,:robot_face: jaja,1602255952.004,T01BYMK9H7B,"[{'type': 'rich_text', 'block_id': 'Qww', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'emoji', 'name': 'robot_face'}, {'type': 'text', 'text': ' jaja'}]}]}]",,,,,,,,,,,,,,,,,C01BSU4AC2Y,test,,,dc71163e5963271a52952b547d9b3757,2020-10-09 12:05:52.004000,2020-10-09,12:05:52.004000,12,5,52,: robot_face: haha
302,594,244,35d32081-2678-4caf-894c-bfb531bc57bd,message,Emite felicidad,1602255930.0037,T01BYMK9H7B,"[{'type': 'rich_text', 'block_id': 'nU86A', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Emite felicidad'}]}]}]",,,,,,,,,,,,,,,,,C01BSU4AC2Y,test,,,ee2b02f7f3ecf01dd408031780cb1521,2020-10-09 12:05:30.003700,2020-10-09,12:05:30.003700,12,5,30,Emit happiness
303,595,245,54b7b309-ca25-4cf3-9f93-aba03019ee63,message,Tal cual,1602255924.0034,T01BYMK9H7B,"[{'type': 'rich_text', 'block_id': 'pAE5', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Tal cual'}]}]}]",,,,,,,,,,,,,,,,,C01BSU4AC2Y,test,,,ee2b02f7f3ecf01dd408031780cb1521,2020-10-09 12:05:24.003400,2020-10-09,12:05:24.003400,12,5,24,As it is
304,597,247,903095ab-b911-441a-a8a3-692494f7fc93,message,Jajajajajaj,1602255913.0029998,T01BYMK9H7B,"[{'type': 'rich_text', 'block_id': 'h+X', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Jajajajajaj'}]}]}]",,,,,,,,,,,,,,,,,C01BSU4AC2Y,test,,,ee2b02f7f3ecf01dd408031780cb1521,2020-10-09 12:05:13.003000,2020-10-09,12:05:13.003000,12,5,13,Hahahahaha
305,598,248,1eb78b70-3549-443e-ba72-f4ee174ab114,message,"jaja es un tierno, le gustan todos los emojis jaja",1602255908.0028,T01BYMK9H7B,"[{'type': 'rich_text', 'block_id': '8gW', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'jaja es un tierno, le gustan todos los emojis jaja'}]}]}]",,,,,,,,,,,,,,,,,C01BSU4AC2Y,test,,,dc71163e5963271a52952b547d9b3757,2020-10-09 12:05:08.002800,2020-10-09,12:05:08.002800,12,5,8,"haha he's cute, he likes all emojis haha"
306,605,255,a0b8215a-a767-49d8-8c56-02f7014f8fbb,message,gracias !,1602255694.0012,T01BYMK9H7B,"[{'type': 'rich_text', 'block_id': '8wm', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'gracias !'}]}]}]",,,,,,,,,,,,,,,,,C01BSU4AC2Y,test,,,dc71163e5963271a52952b547d9b3757,2020-10-09 12:01:34.001200,2020-10-09,12:01:34.001200,12,1,34,thanks !
307,612,262,f40589dc-0d9d-4970-bbdd-0e392d706dc4,message,jaja eso es bueno :slightly_smiling_face: hay que sincronizarlo con el google calendar,1601918088.0163,T01BYMK9H7B,"[{'type': 'rich_text', 'block_id': '4nNR', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'jaja eso es bueno '}, {'type': 'emoji', 'name': 'slightly_smiling_face'}, {'type': 'text', 'text': ' hay que sincronizarlo con el google calendar'}]}]}]",,,,,,,,,,,,,,,,,C01BSU4AC2Y,test,,,dc71163e5963271a52952b547d9b3757,2020-10-05 14:14:48.016300,2020-10-05,14:14:48.016300,14,14,48,haha that's good: slightly_smiling_face: you have to synchronize it with the google calendar
308,614,264,f1a543a7-0b79-4c88-bfc8-1ee60480554f,message,Gracias Vero!!!!!  (Corrí como loco al vicio!! jajaja),1601917655.0149,T01BYMK9H7B,"[{'type': 'rich_text', 'block_id': 'nw4', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Gracias Vero!!!!!  (Corrí como loco al vicio!! jajaja)'}]}]}]",,,,,,,,,,,,,,,,,C01BSU4AC2Y,test,,,557bc07852e5ca8d2568185fb02896db,2020-10-05 14:07:35.014900,2020-10-05,14:07:35.014900,14,7,35,Thanks Vero !!!!! (I ran like crazy to vice !! hahaha)
309,615,265,eb6f5178-bb77-41ad-809b-ead339dd9287,message,Hola estimados. Estoy en espera en Meet. Era ahora la reunión verdad?,1601917575.014,T01BYMK9H7B,"[{'type': 'rich_text', 'block_id': '2Na', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Hola estimados. Estoy en espera en Meet. Era ahora la reunión verdad?'}]}]}]",,,,,,1601917575.014,1.0,1.0,1601917605.0142,['U01BS8YKHS8'],False,,,,,,C01BSU4AC2Y,test,,,557bc07852e5ca8d2568185fb02896db,2020-10-05 14:06:15.014000,2020-10-05,14:06:15.014000,14,6,15,Hello dears. I'm on hold at Meet. It was now the meeting right?
310,616,266,7f8b8c30-3c38-435b-a3ca-a1f11c56340d,message,Para tener en cuenta,1601917462.0135,T01BYMK9H7B,"[{'type': 'rich_text', 'block_id': 'sGn', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Para tener en cuenta'}]}]}]",,,,,,,,,,,,,,,,,C01BSU4AC2Y,test,,,ee2b02f7f3ecf01dd408031780cb1521,2020-10-05 14:04:22.013500,2020-10-05,14:04:22.013500,14,4,22,To keep in mind
311,618,268,3aa2097b-39d9-4b71-bf77-1c0789734806,message,jajaja,1601909283.0129998,T01BYMK9H7B,"[{'type': 'rich_text', 'block_id': 'N=aEK', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'jajaja'}]}]}]",,,,,,,,,,,,,,,,,C01BSU4AC2Y,test,,,dc71163e5963271a52952b547d9b3757,2020-10-05 11:48:03.013000,2020-10-05,11:48:03.013000,11,48,3,Hahaha
312,619,269,30A53490-D9E5-477C-84E4-6BE168AC108B,message,Esta pasando el test de turing mejor que la mitad de los políticos del planeta,1601909273.0128,T01BYMK9H7B,"[{'type': 'rich_text', 'block_id': '=w8Z', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Esta pasando el test de turing mejor que la mitad de los políticos del planeta'}]}]}]",,,,,,,,,,,,,,,,,C01BSU4AC2Y,test,,,6d8a0758084d99aa5f56a3cf6908c62f,2020-10-05 11:47:53.012800,2020-10-05,11:47:53.012800,11,47,53,He's passing the turing test better than half the politicians on the planet
313,621,271,95964228-de08-4e90-9275-8447f824f825,message,"eso no sabe pobrecito, es bebé todavía jaja :heart_eyes:",1601909233.0116,T01BYMK9H7B,"[{'type': 'rich_text', 'block_id': 'H=E', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'eso no sabe pobrecito, es bebé todavía jaja '}, {'type': 'emoji', 'name': 'heart_eyes'}]}]}]",,,,,,,,,,,,,,,,,C01BSU4AC2Y,test,,,dc71163e5963271a52952b547d9b3757,2020-10-05 11:47:13.011600,2020-10-05,11:47:13.011600,11,47,13,"That does not know poor thing, it's still baby haha: heart_eyes:"
314,622,272,6ba149b5-cfd8-42ff-b421-d78c6fed9619,message,Funciona bien,1601909229.0115,T01BYMK9H7B,"[{'type': 'rich_text', 'block_id': '6nSey', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Funciona bien'}]}]}]",,,,,,,,,,,,,,,,,C01BSU4AC2Y,test,,,ee2b02f7f3ecf01dd408031780cb1521,2020-10-05 11:47:09.011500,2020-10-05,11:47:09.011500,11,47,9,It works well
315,624,274,e203b454-f87c-4cd6-a41b-3b22a0aae681,message,Impostor,1601909188.0107,T01BYMK9H7B,"[{'type': 'rich_text', 'block_id': 'XZVu', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Impostor'}]}]}]",,,,,,,,,,,,,,,,,C01BSU4AC2Y,test,,,1a6fdf053a6c457e92545ccdf7ef1777,2020-10-05 11:46:28.010700,2020-10-05,11:46:28.010700,11,46,28,Impostor
316,625,275,086454fb-2e1e-4716-a12d-92e924ce61c1,message,:grinning:,1601909185.0106,T01BYMK9H7B,"[{'type': 'rich_text', 'block_id': 'RUmb', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'emoji', 'name': 'grinning'}]}]}]",,,,,,,,,,,,,,,,,C01BSU4AC2Y,test,,,dc71163e5963271a52952b547d9b3757,2020-10-05 11:46:25.010600,2020-10-05,11:46:25.010600,11,46,25,: grinning:
317,628,278,a26dcfbe-5350-403f-b641-78b9dcf13dd4,message,viva !!!!,1601909154.01,T01BYMK9H7B,"[{'type': 'rich_text', 'block_id': '8QF', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'viva !!!!'}]}]}]",,,,,,,,,,,,,,,,,C01BSU4AC2Y,test,,,dc71163e5963271a52952b547d9b3757,2020-10-05 11:45:54.010000,2020-10-05,11:45:54.010000,11,45,54,live !!!!
318,633,283,b0070b36-d1ec-416c-a833-c94193feb055,message,hello there,1601909099.0089,T01BYMK9H7B,"[{'type': 'rich_text', 'block_id': 'n0K', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'hello\xa0there'}]}]}]",,,,,,,,,,,,,,,,,C01BSU4AC2Y,test,,,9de0eab41d06af99a9db556b51b6585d,2020-10-05 11:44:59.008900,2020-10-05,11:44:59.008900,11,44,59,hello there
319,634,284,ae530899-7047-4333-9cbd-f104b5e64abc,message,"greetings = [""hola"",""buenos dias"",""hi"", ""hello"", ""hello there"", ""hey""]",1601909087.0085,T01BYMK9H7B,"[{'type': 'rich_text', 'block_id': 'o0PqZ', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'greetings\xa0=\xa0[""hola"",""buenos\xa0dias"",""hi"",\xa0""hello"",\xa0""hello\xa0there"",\xa0""hey""]'}]}]}]",,,,,,,,,,,,,,,,,C01BSU4AC2Y,test,,,dc71163e5963271a52952b547d9b3757,2020-10-05 11:44:47.008500,2020-10-05,11:44:47.008500,11,44,47,"greetings = [""hello"", ""good morning"", ""hi"", ""hello"", ""hello there"", ""hey""]"
320,635,285,8f9b8f0c-4072-4e91-94e5-4748945fd74b,message,Ya lo pueden saludar!! estos son los saludos que recibe,1601909084.0084,T01BYMK9H7B,"[{'type': 'rich_text', 'block_id': 'pE+C', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Ya lo pueden saludar!! estos son los saludos que recibe'}]}]}]",,,,,,,,,,,,,,,,,C01BSU4AC2Y,test,,,dc71163e5963271a52952b547d9b3757,2020-10-05 11:44:44.008400,2020-10-05,11:44:44.008400,11,44,44,You can greet him now !! these are the greetings you receive
321,638,288,B5CD1AE3-968C-4941-8DAF-963FC2D67ABA,message,Ya vamos a usarlo para un experimento ,1601908292.0070002,T01BYMK9H7B,"[{'type': 'rich_text', 'block_id': 'EG2N', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Ya vamos a usarlo para un experimento '}]}]}]",,,,,,,,,,,,"[{'name': '+1', 'users': ['U01BS8YKHS8', 'U01BYMTTXCH'], 'count': 2}]",,,,,C01BSU4AC2Y,test,,,6d8a0758084d99aa5f56a3cf6908c62f,2020-10-05 11:31:32.007000,2020-10-05,11:31:32.007000,11,31,32,We are going to use it for an experiment
322,639,289,A3F323CA-E42F-4152-9AE0-535F9E7B38C6,message,Perfecto ,1601908268.0063,T01BYMK9H7B,"[{'type': 'rich_text', 'block_id': 'SRS0', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Perfecto '}]}]}]",,,,,,,,,,,,,,,,,C01BSU4AC2Y,test,,,6d8a0758084d99aa5f56a3cf6908c62f,2020-10-05 11:31:08.006300,2020-10-05,11:31:08.006300,11,31,8,Perfect
323,640,290,55940c6c-8d36-4494-bf9e-362e9a84033e,message,"si, Jose, un poquito lo usé en una capacitación el año pasado",1601907643.006,T01BYMK9H7B,"[{'type': 'rich_text', 'block_id': 'V+lM', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'si, Jose, un poquito lo usé en una capacitación el año pasado'}]}]}]",,,,,,,,,,,,,,,,,C01BSU4AC2Y,test,,,dc71163e5963271a52952b547d9b3757,2020-10-05 11:20:43.006000,2020-10-05,11:20:43.006000,11,20,43,"Yes, Jose, I used it a little bit in a training last year"
324,641,291,14CB3A23-9123-44BF-96CC-FC3428A51591,message,Conoces postman Veronica?,1601905852.0055,T01BYMK9H7B,"[{'type': 'rich_text', 'block_id': 'kw21Y', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Conoces postman Veronica?'}]}]}]",,,,,,,,,,,,,,,,,C01BSU4AC2Y,test,,,6d8a0758084d99aa5f56a3cf6908c62f,2020-10-05 10:50:52.005500,2020-10-05,10:50:52.005500,10,50,52,Do you know postman Veronica?
325,642,292,bf943e44-7258-4f5b-941e-54ff1abd853d,message,"jaja sabe saludar, pero ahora me llego un mail de actualización de tokens, asi que tengo que ver eso",1601905698.005,T01BYMK9H7B,"[{'type': 'rich_text', 'block_id': 'G0JR', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'jaja sabe saludar, pero ahora me llego un mail de actualización de tokens, asi que tengo que ver eso'}]}]}]",,,,,,,,,,,,,,,,,C01BSU4AC2Y,test,,,dc71163e5963271a52952b547d9b3757,2020-10-05 10:48:18.005000,2020-10-05,10:48:18.005000,10,48,18,"haha he knows how to say hello, but now I got a token update email, so I have to see that"
326,644,294,0ce68999-4ffb-412b-80fb-626f41294fc4,message,jajajaja esta perfecto!,1601905042.0036,T01BYMK9H7B,"[{'type': 'rich_text', 'block_id': 'XXKF', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'jajajaja esta perfecto!'}]}]}]",,,,,,,,,,,,"[{'name': 'heart', 'users': ['U01BS8YKHS8', 'U01BDB84630'], 'count': 2}]",,,,,C01BSU4AC2Y,test,,,ee2b02f7f3ecf01dd408031780cb1521,2020-10-05 10:37:22.003600,2020-10-05,10:37:22.003600,10,37,22,hahahaha it's perfect!
327,645,295,7554a80d-1bf0-4ae7-818b-d2ede0a73f0b,message,Por ahora nuestro bot saluda :grin:,1601905032.0033,T01BYMK9H7B,"[{'type': 'rich_text', 'block_id': 'F4S', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Por ahora nuestro bot saluda '}, {'type': 'emoji', 'name': 'grin'}]}]}]",,,,,,,,,,,,,,,,,C01BSU4AC2Y,test,,,dc71163e5963271a52952b547d9b3757,2020-10-05 10:37:12.003300,2020-10-05,10:37:12.003300,10,37,12,For now our bot says hello: grin:
328,646,296,C20DFCFF-5418-4693-B1BC-80DFA5A2BF7A,message,Bieeeeeeen,1601905004.0028,T01BYMK9H7B,"[{'type': 'rich_text', 'block_id': 'HDVf', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Bieeeeeeen'}]}]}]",,,,,,,,,,,,"[{'name': 'grinning', 'users': ['U01BS8YKHS8'], 'count': 1}]",,,,,C01BSU4AC2Y,test,,,6d8a0758084d99aa5f56a3cf6908c62f,2020-10-05 10:36:44.002800,2020-10-05,10:36:44.002800,10,36,44,Heeeeeeee
329,647,297,f20f2140-0669-4bfd-8ba9-6a5031754272,message,"aún no le agregué eso, pero apenas pueda les aviso",1601904994.0026,T01BYMK9H7B,"[{'type': 'rich_text', 'block_id': 'XGEnw', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'aún no le agregué eso, pero apenas pueda les aviso'}]}]}]",,,,,,,,,,,,,,,,,C01BSU4AC2Y,test,,,dc71163e5963271a52952b547d9b3757,2020-10-05 10:36:34.002600,2020-10-05,10:36:34.002600,10,36,34,"I haven't added that yet, but I can barely notice"
330,648,298,fadd6f7d-5535-4b5a-8995-ba20f3009750,message,Hola Lean ! buenos días!,1601904963.0019,T01BYMK9H7B,"[{'type': 'rich_text', 'block_id': 'nGfs5', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Hola Lean ! buenos días!'}]}]}]",,,,,,,,,,,,,,,,,C01BSU4AC2Y,test,,,dc71163e5963271a52952b547d9b3757,2020-10-05 10:36:03.001900,2020-10-05,10:36:03.001900,10,36,3,Hello Lean! Good Morning!
331,649,299,49a8e651-24de-478b-b22d-519b63dc27b3,message,Te deja leer las conversaciones?,1601904957.0016,T01BYMK9H7B,"[{'type': 'rich_text', 'block_id': '1f9xL', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Te deja leer las conversaciones?'}]}]}]",,,,,,,,,,,,,,,"{'user': 'U01BYMTTXCH', 'ts': '1601904962.000000'}",,C01BSU4AC2Y,test,,,ee2b02f7f3ecf01dd408031780cb1521,2020-10-05 10:35:57.001600,2020-10-05,10:35:57.001600,10,35,57,Does he let you read the conversations?
332,650,300,eb8ab793-b61b-4adb-ba33-a00d161b7a0a,message,Bien Vero!,1601904932.0009,T01BYMK9H7B,"[{'type': 'rich_text', 'block_id': '+APj', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Bien Vero!'}]}]}]",,,,,,,,,,,,,,,,,C01BSU4AC2Y,test,,,ee2b02f7f3ecf01dd408031780cb1521,2020-10-05 10:35:32.000900,2020-10-05,10:35:32.000900,10,35,32,Well Vero!
333,651,301,129c4e23-084c-44b2-8d90-440622bbdc48,message,Buenas!,1601904927.0006,T01BYMK9H7B,"[{'type': 'rich_text', 'block_id': 'nsHf', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Buenas!'}]}]}]",,,,,,,,,,,,,,,,,C01BSU4AC2Y,test,,,ee2b02f7f3ecf01dd408031780cb1521,2020-10-05 10:35:27.000600,2020-10-05,10:35:27.000600,10,35,27,Good!
334,652,302,521e4ab3-1ba7-4a60-a54b-501c55d34421,message,:+1:,1601888789.0002,T01BYMK9H7B,"[{'type': 'rich_text', 'block_id': 'DJNzi', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'emoji', 'name': '+1'}]}]}]",,,,,,,,,,,,,,,,,C01BSU4AC2Y,test,,,9de0eab41d06af99a9db556b51b6585d,2020-10-05 06:06:29.000200,2020-10-05,06:06:29.000200,6,6,29,: +1:
